# {"t_start": 1546767752.8316886, "env_id": "Pap-v0"} 
r,l,t
51.807565,100,180.06821
55.211763,100,180.230096
56.115968,100,180.356008
55.12123,100,180.462933
55.789918,100,180.563861
52.681231,100,180.665791
54.701237,100,180.785706
54.394866,100,180.89363
56.246426,100,180.998557
52.680351,100,181.104481
54.976602,100,181.211406
55.652564,100,181.316333
54.544494,100,181.422256
54.114078,100,181.531182
55.60658,100,181.642104
54.249938,100,181.74603
54.835038,100,181.852955
52.984187,100,181.955882
55.770052,100,182.054823
53.197673,100,183.614713
54.989338,100,183.715642
52.85291,100,183.814574
54.159883,100,183.913504
53.413228,100,184.014432
55.126943,100,184.113363
55.009815,100,184.216291
54.666525,100,184.313221
54.901886,100,184.409155
53.121522,100,184.507086
56.26317,100,184.606016
54.657465,100,184.704947
54.530037,100,184.801879
54.736553,100,184.898809
54.280153,100,184.999739
55.088408,100,185.100667
55.253271,100,185.206593
55.721989,100,185.304524
52.9804,100,185.406453
55.733851,100,185.504384
54.71944,100,187.051294
54.536129,100,187.15522
55.620018,100,187.255151
53.724752,100,187.353081
53.361976,100,187.450013
54.089969,100,187.546946
53.519638,100,187.64388
56.37486,100,187.741809
54.78144,100,187.839741
55.697467,100,187.937671
55.963736,100,188.035603
54.411439,100,188.135533
55.738892,100,188.232463
55.686746,100,188.335391
54.319675,100,188.432322
54.668174,100,188.532254
55.506814,100,188.630183
56.928446,100,188.729113
54.491014,100,188.831041
53.502478,100,188.928974
55.098812,100,189.026905
54.916023,100,190.53984
56.102086,100,190.637769
52.935463,100,190.734702
54.708034,100,190.832633
55.824616,100,190.93556
54.245909,100,191.033491
52.94674,100,191.131422
56.728439,100,191.227357
54.015955,100,191.324286
54.950317,100,191.421218
53.28365,100,191.519149
55.16873,100,191.615082
55.927461,100,191.712014
55.703435,100,191.809945
53.317199,100,191.907876
55.509436,100,192.004808
57.322123,100,192.107735
55.515555,100,192.205666
55.95648,100,192.3016
55.091486,100,192.39753
54.090706,100,193.927454
