# {"t_start": 1546863216.6860743, "env_id": "OneShotGo-v0"} 
r,l,t
61.816043,100,4906.255058
61.237314,100,4912.8364
61.490299,100,4919.332951
60.772812,100,4927.295128
61.302347,100,4933.765573
61.702269,100,4940.170515
59.731058,100,4946.431401
61.334977,100,4952.541272
61.702269,100,4958.784154
61.313432,100,4964.950455
61.345228,100,4971.293283
61.091447,100,4977.498157
60.852444,100,4983.617379
61.689152,100,4989.744877
61.445863,100,4996.051517
61.639314,100,5002.464332
61.689152,100,5008.989917
60.862346,100,5015.484923
61.4585,100,5021.610637
61.689152,100,5027.509825
60.897682,100,5033.358767
60.928787,100,5039.690442
61.942933,100,5045.915626
60.957086,100,5052.210701
61.091599,100,5060.27893
59.998467,100,5066.700807
61.447409,100,5072.854669
60.756946,100,5078.816092
60.814867,100,5084.754041
60.148404,100,5090.838024
61.229041,100,5097.006935
60.877416,100,5103.162397
61.103045,100,5109.480011
61.411766,100,5117.492004
61.942933,100,5124.349449
61.219889,100,5130.462119
61.575378,100,5136.744423
61.829159,100,5142.902306
60.610767,100,5149.184317
61.702269,100,5155.554257
60.319545,100,5161.741357
61.575378,100,5167.929965
61.816043,100,5174.152598
61.09361,100,5180.351344
61.549751,100,5188.060664
61.445698,100,5194.216139
60.315109,100,5200.351727
61.072197,100,5206.606292
61.599667,100,5212.976807
60.633782,100,5219.164215
61.702269,100,5225.43087
60.566232,100,5231.780752
61.461867,100,5238.126752
60.578504,100,5244.37626
60.884157,100,5250.608565
60.683771,100,5256.703013
61.210868,100,5263.041762
61.33161,100,5269.336577
61.702269,100,5275.654454
61.385332,100,5281.959626
61.216863,100,5287.942241
61.281328,100,5294.174116
61.429238,100,5300.456552
61.103045,100,5306.532243
61.733566,100,5312.862805
61.254722,100,5320.751082
60.414049,100,5326.919658
61.305871,100,5333.119303
61.573708,100,5339.402937
59.492768,100,5345.676228
61.61766,100,5351.900808
61.829159,100,5358.091811
61.656457,100,5364.166113
61.232206,100,5370.212264
60.957086,100,5376.332309
61.341829,100,5382.50757
61.229936,100,5388.294276
60.833084,100,5394.742426
61.942933,100,5401.276484
60.558379,100,5408.807592
61.829159,100,5415.168507
60.77005,100,5421.497239
59.598591,100,5429.580026
61.702269,100,5436.224077
60.413891,100,5442.745746
61.669903,100,5451.348678
61.21909,100,5458.231065
61.429238,100,5465.601798
60.573805,100,5473.315715
60.810946,100,5479.934644
61.702269,100,5486.301293
61.942933,100,5492.5899
61.829159,100,5498.972187
61.320518,100,5505.432915
60.315625,100,5512.194147
60.972334,100,5518.765385
60.962106,100,5525.38365
60.847338,100,5531.936263
61.476164,100,5538.242255
60.977473,100,5545.077546
61.372215,100,5551.518896
61.461867,100,5558.391455
61.803025,100,5564.925735
61.470645,100,5571.380614
61.556129,100,5577.60725
62.056708,100,5583.909638
61.61421,100,5592.378437
61.100792,100,5599.549538
61.530159,100,5605.720203
61.349896,100,5612.157709
61.702269,100,5618.505652
61.069792,100,5625.353807
61.524052,100,5631.825849
61.338466,100,5638.37624
61.362247,100,5645.055126
61.575378,100,5651.718789
61.802926,100,5658.024714
61.128157,100,5665.211289
61.484606,100,5671.992357
60.678871,100,5678.468699
61.641992,100,5685.450054
61.942933,100,5692.035624
61.702269,100,5698.618184
61.575378,100,5705.113714
61.41409,100,5711.840591
61.127832,100,5718.488596
61.210868,100,5727.172138
61.529896,100,5735.434036
61.416122,100,5743.752209
61.395424,100,5750.307298
60.565343,100,5756.873605
61.942933,100,5763.261944
61.575378,100,5770.079139
61.678336,100,5777.166883
60.750735,100,5783.32966
61.27883,100,5789.214631
61.66292,100,5795.240652
60.319979,100,5801.281223
60.325568,100,5807.415444
60.868995,100,5813.514415
59.399603,100,5819.563757
61.942933,100,5825.582298
60.65932,100,5831.579417
61.829159,100,5837.681067
61.219335,100,5843.840566
60.38307,100,5850.03588
60.673082,100,5857.667849
61.829159,100,5863.847312
60.222236,100,5870.006056
61.829159,100,5876.202283
61.702269,100,5882.422814
61.829159,100,5888.232683
61.429238,100,5894.281861
61.539731,100,5900.639565
60.710503,100,5906.975902
61.432582,100,5912.926506
61.559637,100,5918.930995
